SrvcDstrctNm,DsbltyGrpNm,AgeBnd,PrtcpntCnt,SuppCatg,RprtDt,Key
ALL,Other Sensory/Speech,15 to 18,11,Capital,30SEP2022,82087
ALL,Other Sensory/Speech,15 to 18,11,Core,30SEP2022,82088
ALL,Other Sensory/Speech,19 to 24,11,ALL,30SEP2022,82089
ALL,Other Sensory/Speech,19 to 24,11,Capacity Building,30SEP2022,82090
ALL,Other Sensory/Speech,19 to 24,11,Capital,30SEP2022,82091
ALL,Other Sensory/Speech,19 to 24,11,Core,30SEP2022,82092
ALL,Other Sensory/Speech,25 to 34,11,ALL,30SEP2022,82093
ALL,Other Sensory/Speech,25 to 34,11,Capacity Building,30SEP2022,82094
ALL,Other Sensory/Speech,25 to 34,11,Capital,30SEP2022,82095
ALL,Other Sensory/Speech,25 to 34,11,Core,30SEP2022,82096
ALL,Other Sensory/Speech,35 to 44,11,ALL,30SEP2022,82097
ALL,Other Sensory/Speech,35 to 44,11,Capacity Building,30SEP2022,82098
ALL,Other Sensory/Speech,35 to 44,11,Capital,30SEP2022,82099
ALL,Other Sensory/Speech,35 to 44,11,Core,30SEP2022,82100
ALL,Other Sensory/Speech,45 to 54,11,ALL,30SEP2022,82101
ALL,Other Sensory/Speech,45 to 54,11,Capacity Building,30SEP2022,82102
ALL,Other Sensory/Speech,45 to 54,11,Core,30SEP2022,82104
ALL,Other Sensory/Speech,55 to 64,11,ALL,30SEP2022,82105
ALL,Other Sensory/Speech,55 to 64,11,Capacity Building,30SEP2022,82106
ALL,Other Sensory/Speech,55 to 64,11,Capital,30SEP2022,82107
ALL,Other Sensory/Speech,55 to 64,11,Core,30SEP2022,82108
ALL,Other Sensory/Speech,7 to 14,80,ALL,30SEP2022,82113
ALL,Other Sensory/Speech,7 to 14,78,Capacity Building,30SEP2022,82114
ALL,Other Sensory/Speech,7 to 14,11,Capital,30SEP2022,82115
ALL,Other Sensory/Speech,7 to 14,33,Core,30SEP2022,82116
ALL,Other Sensory/Speech,ALL,111,ALL,30SEP2022,82117
ALL,Other Sensory/Speech,ALL,108,Capacity Building,30SEP2022,82118
ALL,Other Sensory/Speech,ALL,14,Capital,30SEP2022,82119
ALL,Other Sensory/Speech,ALL,56,Core,30SEP2022,82120
ALL,Psychosocial disability,15 to 18,32,ALL,30SEP2022,82125
ALL,Psychosocial disability,15 to 18,31,Capacity Building,30SEP2022,82126
ALL,Psychosocial disability,15 to 18,11,Capital,30SEP2022,82127
ALL,Psychosocial disability,15 to 18,24,Core,30SEP2022,82128
ALL,Psychosocial disability,19 to 24,148,ALL,30SEP2022,82129
ALL,Psychosocial disability,19 to 24,147,Capacity Building,30SEP2022,82130
ALL,Psychosocial disability,19 to 24,11,Capital,30SEP2022,82131
ALL,Psychosocial disability,19 to 24,144,Core,30SEP2022,82132
ALL,Psychosocial disability,25 to 34,795,ALL,30SEP2022,82133
ALL,Psychosocial disability,25 to 34,791,Capacity Building,30SEP2022,82134
ALL,Psychosocial disability,25 to 34,15,Capital,30SEP2022,82135
ALL,Psychosocial disability,25 to 34,777,Core,30SEP2022,82136
ALL,Psychosocial disability,35 to 44,1085,ALL,30SEP2022,82137
ALL,Psychosocial disability,35 to 44,1071,Capacity Building,30SEP2022,82138
ALL,Psychosocial disability,35 to 44,33,Capital,30SEP2022,82139
ALL,Psychosocial disability,35 to 44,1054,Core,30SEP2022,82140
ALL,Psychosocial disability,45 to 54,1308,ALL,30SEP2022,82141
ALL,Psychosocial disability,45 to 54,1282,Capacity Building,30SEP2022,82142
ALL,Psychosocial disability,45 to 54,73,Capital,30SEP2022,82143
ALL,Psychosocial disability,45 to 54,1286,Core,30SEP2022,82144
ALL,Psychosocial disability,55 to 64,1194,ALL,30SEP2022,82145
ALL,Psychosocial disability,55 to 64,1174,Capacity Building,30SEP2022,82146
ALL,Psychosocial disability,55 to 64,119,Capital,30SEP2022,82147
ALL,Psychosocial disability,55 to 64,1185,Core,30SEP2022,82148
ALL,Psychosocial disability,65+,284,ALL,30SEP2022,82149
ALL,Psychosocial disability,65+,276,Capacity Building,30SEP2022,82150
ALL,Psychosocial disability,65+,35,Capital,30SEP2022,82151
ALL,Psychosocial disability,65+,282,Core,30SEP2022,82152
ALL,Psychosocial disability,7 to 14,15,ALL,30SEP2022,82153
ALL,Psychosocial disability,7 to 14,15,Capacity Building,30SEP2022,82154
ALL,Psychosocial disability,7 to 14,11,Core,30SEP2022,82156
ALL,Psychosocial disability,ALL,4861,ALL,30SEP2022,82157
ALL,Psychosocial disability,ALL,4787,Capacity Building,30SEP2022,82158
ALL,Psychosocial disability,ALL,284,Capital,30SEP2022,82159
ALL,Psychosocial disability,ALL,4763,Core,30SEP2022,82160
ALL,Spinal Cord Injury,0 to 6,11,ALL,30SEP2022,82161
ALL,Spinal Cord Injury,0 to 6,11,Capacity Building,30SEP2022,82162
ALL,Spinal Cord Injury,0 to 6,11,Capital,30SEP2022,82163
ALL,Spinal Cord Injury,0 to 6,11,Core,30SEP2022,82164
ALL,Spinal Cord Injury,15 to 18,11,ALL,30SEP2022,82165
ALL,Spinal Cord Injury,15 to 18,11,Capacity Building,30SEP2022,82166
ALL,Spinal Cord Injury,15 to 18,11,Capital,30SEP2022,82167
ALL,Spinal Cord Injury,15 to 18,11,Core,30SEP2022,82168
ALL,Spinal Cord Injury,19 to 24,23,ALL,30SEP2022,82169
ALL,Spinal Cord Injury,19 to 24,23,Capacity Building,30SEP2022,82170
ALL,Spinal Cord Injury,19 to 24,21,Capital,30SEP2022,82171
ALL,Spinal Cord Injury,19 to 24,22,Core,30SEP2022,82172
ALL,Spinal Cord Injury,25 to 34,69,ALL,30SEP2022,82173
ALL,Spinal Cord Injury,25 to 34,69,Capacity Building,30SEP2022,82174
ALL,Spinal Cord Injury,25 to 34,65,Capital,30SEP2022,82175
ALL,Spinal Cord Injury,25 to 34,69,Core,30SEP2022,82176
ALL,Spinal Cord Injury,35 to 44,115,ALL,30SEP2022,82177
ALL,Spinal Cord Injury,35 to 44,114,Capacity Building,30SEP2022,82178
ALL,Spinal Cord Injury,35 to 44,110,Capital,30SEP2022,82179
ALL,Spinal Cord Injury,35 to 44,114,Core,30SEP2022,82180
ALL,Spinal Cord Injury,45 to 54,156,ALL,30SEP2022,82181
ALL,Spinal Cord Injury,45 to 54,156,Capacity Building,30SEP2022,82182
ALL,Spinal Cord Injury,45 to 54,154,Capital,30SEP2022,82183
ALL,Spinal Cord Injury,45 to 54,156,Core,30SEP2022,82184
ALL,Spinal Cord Injury,55 to 64,188,ALL,30SEP2022,82185
ALL,Spinal Cord Injury,55 to 64,186,Capacity Building,30SEP2022,82186
ALL,Spinal Cord Injury,55 to 64,180,Capital,30SEP2022,82187
ALL,Spinal Cord Injury,55 to 64,187,Core,30SEP2022,82188
ALL,Spinal Cord Injury,65+,74,ALL,30SEP2022,82189
ALL,Spinal Cord Injury,65+,74,Capacity Building,30SEP2022,82190
ALL,Spinal Cord Injury,65+,67,Capital,30SEP2022,82191
ALL,Spinal Cord Injury,65+,74,Core,30SEP2022,82192
ALL,Spinal Cord Injury,7 to 14,11,ALL,30SEP2022,82193
ALL,Spinal Cord Injury,7 to 14,11,Capacity Building,30SEP2022,82194
ALL,Spinal Cord Injury,7 to 14,11,Capital,30SEP2022,82195
ALL,Spinal Cord Injury,7 to 14,11,Core,30SEP2022,82196
ALL,Spinal Cord Injury,ALL,636,ALL,30SEP2022,82197
ALL,Spinal Cord Injury,ALL,633,Capacity Building,30SEP2022,82198
ALL,Spinal Cord Injury,ALL,607,Capital,30SEP2022,82199
ALL,Spinal Cord Injury,ALL,633,Core,30SEP2022,82200
ALL,Stroke,0 to 6,11,ALL,30SEP2022,82201
ALL,Stroke,0 to 6,11,Capacity Building,30SEP2022,82202
ALL,Stroke,0 to 6,11,Core,30SEP2022,82204
ALL,Stroke,15 to 18,11,ALL,30SEP2022,82205
ALL,Stroke,15 to 18,11,Capacity Building,30SEP2022,82206
ALL,Stroke,15 to 18,11,Capital,30SEP2022,82207
ALL,Stroke,15 to 18,11,Core,30SEP2022,82208
ALL,Stroke,19 to 24,11,ALL,30SEP2022,82209
ALL,Stroke,19 to 24,11,Capacity Building,30SEP2022,82210
ALL,Stroke,19 to 24,11,Capital,30SEP2022,82211
ALL,Stroke,19 to 24,11,Core,30SEP2022,82212
ALL,Stroke,25 to 34,11,ALL,30SEP2022,82213
ALL,Stroke,25 to 34,11,Capacity Building,30SEP2022,82214
ALL,Stroke,25 to 34,11,Capital,30SEP2022,82215
ALL,Stroke,25 to 34,11,Core,30SEP2022,82216
ALL,Stroke,35 to 44,42,ALL,30SEP2022,82217
ALL,Stroke,35 to 44,42,Capacity Building,30SEP2022,82218
ALL,Stroke,35 to 44,32,Capital,30SEP2022,82219
ALL,Stroke,35 to 44,42,Core,30SEP2022,82220
ALL,Stroke,45 to 54,150,ALL,30SEP2022,82221
ALL,Stroke,45 to 54,149,Capacity Building,30SEP2022,82222
ALL,Stroke,45 to 54,106,Capital,30SEP2022,82223
ALL,Stroke,45 to 54,149,Core,30SEP2022,82224
ALL,Stroke,55 to 64,310,ALL,30SEP2022,82225
ALL,Stroke,55 to 64,308,Capacity Building,30SEP2022,82226
ALL,Stroke,55 to 64,237,Capital,30SEP2022,82227
ALL,Stroke,55 to 64,308,Core,30SEP2022,82228
ALL,Stroke,65+,117,ALL,30SEP2022,82229
ALL,Stroke,65+,115,Capacity Building,30SEP2022,82230
ALL,Stroke,65+,95,Capital,30SEP2022,82231
ALL,Stroke,65+,115,Core,30SEP2022,82232
ALL,Stroke,7 to 14,11,ALL,30SEP2022,82233
ALL,Stroke,7 to 14,11,Capacity Building,30SEP2022,82234
ALL,Stroke,7 to 14,11,Capital,30SEP2022,82235
ALL,Stroke,7 to 14,11,Core,30SEP2022,82236
ALL,Stroke,ALL,646,ALL,30SEP2022,82237
ALL,Stroke,ALL,640,Capacity Building,30SEP2022,82238
ALL,Stroke,ALL,486,Capital,30SEP2022,82239
ALL,Stroke,ALL,638,Core,30SEP2022,82240
ALL,Visual Impairment,0 to 6,26,ALL,30SEP2022,82241
ALL,Visual Impairment,0 to 6,26,Capacity Building,30SEP2022,82242
ALL,Visual Impairment,0 to 6,11,Capital,30SEP2022,82243
ALL,Visual Impairment,0 to 6,24,Core,30SEP2022,82244
ALL,Visual Impairment,15 to 18,36,ALL,30SEP2022,82245
ALL,Visual Impairment,15 to 18,35,Capacity Building,30SEP2022,82246
ALL,Visual Impairment,15 to 18,15,Capital,30SEP2022,82247
ALL,Visual Impairment,15 to 18,35,Core,30SEP2022,82248
ALL,Visual Impairment,19 to 24,51,ALL,30SEP2022,82249
ALL,Visual Impairment,19 to 24,46,Capacity Building,30SEP2022,82250
ALL,Visual Impairment,19 to 24,13,Capital,30SEP2022,82251
ALL,Visual Impairment,19 to 24,51,Core,30SEP2022,82252
ALL,Visual Impairment,25 to 34,80,ALL,30SEP2022,82253
ALL,Visual Impairment,25 to 34,78,Capacity Building,30SEP2022,82254
ALL,Visual Impairment,25 to 34,27,Capital,30SEP2022,82255
ALL,Visual Impairment,25 to 34,80,Core,30SEP2022,82256
ALL,Visual Impairment,35 to 44,108,ALL,30SEP2022,82257
ALL,Visual Impairment,35 to 44,105,Capacity Building,30SEP2022,82258
ALL,Visual Impairment,35 to 44,47,Capital,30SEP2022,82259
ALL,Visual Impairment,35 to 44,108,Core,30SEP2022,82260
ALL,Visual Impairment,45 to 54,132,ALL,30SEP2022,82261
ALL,Visual Impairment,45 to 54,129,Capacity Building,30SEP2022,82262
ALL,Visual Impairment,45 to 54,50,Capital,30SEP2022,82263
ALL,Visual Impairment,45 to 54,131,Core,30SEP2022,82264
ALL,Visual Impairment,55 to 64,225,ALL,30SEP2022,82265
ALL,Visual Impairment,55 to 64,222,Capacity Building,30SEP2022,82266
ALL,Visual Impairment,55 to 64,107,Capital,30SEP2022,82267
ALL,Visual Impairment,55 to 64,225,Core,30SEP2022,82268
ALL,Visual Impairment,65+,76,ALL,30SEP2022,82269
ALL,Visual Impairment,65+,74,Capacity Building,30SEP2022,82270
ALL,Visual Impairment,65+,35,Capital,30SEP2022,82271
ALL,Visual Impairment,65+,76,Core,30SEP2022,82272
ALL,Visual Impairment,7 to 14,77,ALL,30SEP2022,82273
ALL,Visual Impairment,7 to 14,77,Capacity Building,30SEP2022,82274
ALL,Visual Impairment,7 to 14,28,Capital,30SEP2022,82275
ALL,Visual Impairment,7 to 14,75,Core,30SEP2022,82276
ALL,Visual Impairment,ALL,811,ALL,30SEP2022,82277
ALL,Visual Impairment,ALL,792,Capacity Building,30SEP2022,82278
ALL,Visual Impairment,ALL,330,Capital,30SEP2022,82279
ALL,Visual Impairment,ALL,805,Core,30SEP2022,82280
Central North Metro,ABI,0 to 6,11,ALL,30SEP2022,82281
Central North Metro,ABI,0 to 6,11,Capacity Building,30SEP2022,82282
Central North Metro,ABI,0 to 6,11,Capital,30SEP2022,82283
Central North Metro,ABI,0 to 6,11,Core,30SEP2022,82284
Central North Metro,ABI,15 to 18,11,ALL,30SEP2022,82285
Central North Metro,ABI,15 to 18,11,Capacity Building,30SEP2022,82286
Central North Metro,ABI,15 to 18,11,Capital,30SEP2022,82287
Central North Metro,ABI,15 to 18,11,Core,30SEP2022,82288
Central North Metro,ABI,19 to 24,11,ALL,30SEP2022,82289
Central North Metro,ABI,19 to 24,11,Capacity Building,30SEP2022,82290
Central North Metro,ABI,19 to 24,11,Capital,30SEP2022,82291
Central North Metro,ABI,19 to 24,11,Core,30SEP2022,82292
Central North Metro,ABI,25 to 34,14,ALL,30SEP2022,82293
Central North Metro,ABI,25 to 34,14,Capacity Building,30SEP2022,82294
Central North Metro,ABI,25 to 34,11,Capital,30SEP2022,82295
Central North Metro,ABI,25 to 34,13,Core,30SEP2022,82296
Central North Metro,ABI,35 to 44,22,ALL,30SEP2022,82297
Central North Metro,ABI,35 to 44,27,Capacity Building,30SEP2022,82298
Central North Metro,ABI,35 to 44,11,Capital,30SEP2022,82299
Central North Metro,ABI,35 to 44,22,Core,30SEP2022,82300
Central North Metro,ABI,45 to 54,53,ALL,30SEP2022,82301
Central North Metro,ABI,45 to 54,57,Capacity Building,30SEP2022,82302
Central North Metro,ABI,45 to 54,30,Capital,30SEP2022,82303
Central North Metro,ABI,45 to 54,52,Core,30SEP2022,82304
Central North Metro,ABI,55 to 64,58,ALL,30SEP2022,82305
Central North Metro,ABI,55 to 64,53,Capacity Building,30SEP2022,82306
Central North Metro,ABI,55 to 64,34,Capital,30SEP2022,82307
Central North Metro,ABI,55 to 64,56,Core,30SEP2022,82308
Central North Metro,ABI,65+,20,ALL,30SEP2022,82309
Central North Metro,ABI,65+,18,Capacity Building,30SEP2022,82310
Central North Metro,ABI,65+,14,Capital,30SEP2022,82311
Central North Metro,ABI,65+,23,Core,30SEP2022,82312
Central North Metro,ABI,7 to 14,11,ALL,30SEP2022,82313
Central North Metro,ABI,7 to 14,11,Capacity Building,30SEP2022,82314
Central North Metro,ABI,7 to 14,11,Capital,30SEP2022,82315
Central North Metro,ABI,7 to 14,11,Core,30SEP2022,82316
Central North Metro,ABI,ALL,182,ALL,30SEP2022,82317
Central North Metro,ABI,ALL,182,Capacity Building,30SEP2022,82318
Central North Metro,ABI,ALL,90,Capital,30SEP2022,82319
Central North Metro,ABI,ALL,180,Core,30SEP2022,82320
Central North Metro,ALL,0 to 6,536,ALL,30SEP2022,82321
Central North Metro,ALL,0 to 6,536,Capacity Building,30SEP2022,82322
Central North Metro,ALL,0 to 6,100,Capital,30SEP2022,82323
Central North Metro,ALL,0 to 6,495,Core,30SEP2022,82324
Central North Metro,ALL,15 to 18,374,ALL,30SEP2022,82325
Central North Metro,ALL,15 to 18,367,Capacity Building,30SEP2022,82326
Central North Metro,ALL,15 to 18,76,Capital,30SEP2022,82327
Central North Metro,ALL,15 to 18,295,Core,30SEP2022,82328
Central North Metro,ALL,19 to 24,459,ALL,30SEP2022,82329
Central North Metro,ALL,19 to 24,446,Capacity Building,30SEP2022,82330
Central North Metro,ALL,19 to 24,96,Capital,30SEP2022,82331
Central North Metro,ALL,19 to 24,436,Core,30SEP2022,82332
Central North Metro,ALL,25 to 34,614,ALL,30SEP2022,82333
Central North Metro,ALL,25 to 34,603,Capacity Building,30SEP2022,82334
Central North Metro,ALL,25 to 34,146,Capital,30SEP2022,82335
Central North Metro,ALL,25 to 34,601,Core,30SEP2022,82336
Central North Metro,ALL,35 to 44,564,ALL,30SEP2022,82337
Central North Metro,ALL,35 to 44,562,Capacity Building,30SEP2022,82338
Central North Metro,ALL,35 to 44,165,Capital,30SEP2022,82339
Central North Metro,ALL,35 to 44,557,Core,30SEP2022,82340
Central North Metro,ALL,45 to 54,696,ALL,30SEP2022,82341
Central North Metro,ALL,45 to 54,691,Capacity Building,30SEP2022,82342
Central North Metro,ALL,45 to 54,265,Capital,30SEP2022,82343
Central North Metro,ALL,45 to 54,685,Core,30SEP2022,82344
Central North Metro,ALL,55 to 64,854,ALL,30SEP2022,82345
Central North Metro,ALL,55 to 64,848,Capacity Building,30SEP2022,82346
Central North Metro,ALL,55 to 64,365,Capital,30SEP2022,82347
Central North Metro,ALL,55 to 64,852,Core,30SEP2022,82348
Central North Metro,ALL,65+,268,ALL,30SEP2022,82349
Central North Metro,ALL,65+,265,Capacity Building,30SEP2022,82350
Central North Metro,ALL,65+,136,Capital,30SEP2022,82351
Central North Metro,ALL,65+,268,Core,30SEP2022,82352
Central North Metro,ALL,7 to 14,974,ALL,30SEP2022,82353
Central North Metro,ALL,7 to 14,963,Capacity Building,30SEP2022,82354
Central North Metro,ALL,7 to 14,156,Capital,30SEP2022,82355
Central North Metro,ALL,7 to 14,716,Core,30SEP2022,82356
Central North Metro,ALL,ALL,5339,ALL,30SEP2022,82357
Central North Metro,ALL,ALL,5281,Capacity Building,30SEP2022,82358
Central North Metro,ALL,ALL,1505,Capital,30SEP2022,82359
Central North Metro,ALL,ALL,4905,Core,30SEP2022,82360
Central North Metro,Autism,0 to 6,158,ALL,30SEP2022,82361
Central North Metro,Autism,0 to 6,161,Capacity Building,30SEP2022,82362
Central North Metro,Autism,0 to 6,19,Capital,30SEP2022,82363
Central North Metro,Autism,0 to 6,154,Core,30SEP2022,82364
Central North Metro,Autism,15 to 18,246,ALL,30SEP2022,82365
Central North Metro,Autism,15 to 18,247,Capacity Building,30SEP2022,82366
Central North Metro,Autism,15 to 18,26,Capital,30SEP2022,82367
Central North Metro,Autism,15 to 18,174,Core,30SEP2022,82368
Central North Metro,Autism,19 to 24,219,ALL,30SEP2022,82369
Central North Metro,Autism,19 to 24,218,Capacity Building,30SEP2022,82370
Central North Metro,Autism,19 to 24,23,Capital,30SEP2022,82371
Central North Metro,Autism,19 to 24,201,Core,30SEP2022,82372
Central North Metro,Autism,25 to 34,179,ALL,30SEP2022,82373
Central North Metro,Autism,25 to 34,180,Capacity Building,30SEP2022,82374
Central North Metro,Autism,25 to 34,14,Capital,30SEP2022,82375
Central North Metro,Autism,25 to 34,174,Core,30SEP2022,82376
Central North Metro,Autism,35 to 44,64,ALL,30SEP2022,82377
Central North Metro,Autism,35 to 44,64,Capacity Building,30SEP2022,82378
Central North Metro,Autism,35 to 44,11,Capital,30SEP2022,82379
Central North Metro,Autism,35 to 44,55,Core,30SEP2022,82380
Central North Metro,Autism,45 to 54,30,ALL,30SEP2022,82381
Central North Metro,Autism,45 to 54,30,Capacity Building,30SEP2022,82382
Central North Metro,Autism,45 to 54,11,Capital,30SEP2022,82383
Central North Metro,Autism,45 to 54,24,Core,30SEP2022,82384
Central North Metro,Autism,55 to 64,17,ALL,30SEP2022,82385
Central North Metro,Autism,55 to 64,22,Capacity Building,30SEP2022,82386
Central North Metro,Autism,55 to 64,11,Capital,30SEP2022,82387
Central North Metro,Autism,55 to 64,17,Core,30SEP2022,82388
Central North Metro,Autism,65+,11,ALL,30SEP2022,82389
Central North Metro,Autism,65+,11,Capacity Building,30SEP2022,82390
Central North Metro,Autism,65+,11,Capital,30SEP2022,82391
Central North Metro,Autism,65+,11,Core,30SEP2022,82392
Central North Metro,Autism,7 to 14,682,ALL,30SEP2022,82393
Central North Metro,Autism,7 to 14,680,Capacity Building,30SEP2022,82394
Central North Metro,Autism,7 to 14,73,Capital,30SEP2022,82395
Central North Metro,Autism,7 to 14,466,Core,30SEP2022,82396
Central North Metro,Autism,ALL,1600,ALL,30SEP2022,82397
Central North Metro,Autism,ALL,1590,Capacity Building,30SEP2022,82398
Central North Metro,Autism,ALL,163,Capital,30SEP2022,82399
Central North Metro,Autism,ALL,1283,Core,30SEP2022,82400
Central North Metro,Cerebral Palsy,0 to 6,22,ALL,30SEP2022,82401
Central North Metro,Cerebral Palsy,0 to 6,21,Capacity Building,30SEP2022,82402
Central North Metro,Cerebral Palsy,0 to 6,20,Capital,30SEP2022,82403
Central North Metro,Cerebral Palsy,0 to 6,23,Core,30SEP2022,82404
Central North Metro,Cerebral Palsy,15 to 18,21,ALL,30SEP2022,82405
Central North Metro,Cerebral Palsy,15 to 18,26,Capacity Building,30SEP2022,82406
Central North Metro,Cerebral Palsy,15 to 18,16,Capital,30SEP2022,82407
Central North Metro,Cerebral Palsy,15 to 18,21,Core,30SEP2022,82408
Central North Metro,Cerebral Palsy,19 to 24,29,ALL,30SEP2022,82409
Central North Metro,Cerebral Palsy,19 to 24,29,Capacity Building,30SEP2022,82410
Central North Metro,Cerebral Palsy,19 to 24,30,Capital,30SEP2022,82411
Central North Metro,Cerebral Palsy,19 to 24,34,Core,30SEP2022,82412
Central North Metro,Cerebral Palsy,25 to 34,31,ALL,30SEP2022,82413
Central North Metro,Cerebral Palsy,25 to 34,28,Capacity Building,30SEP2022,82414
Central North Metro,Cerebral Palsy,25 to 34,32,Capital,30SEP2022,82415
Central North Metro,Cerebral Palsy,25 to 34,32,Core,30SEP2022,82416
Central North Metro,Cerebral Palsy,35 to 44,29,ALL,30SEP2022,82417
Central North Metro,Cerebral Palsy,35 to 44,26,Capacity Building,30SEP2022,82418
Central North Metro,Cerebral Palsy,35 to 44,23,Capital,30SEP2022,82419
Central North Metro,Cerebral Palsy,35 to 44,33,Core,30SEP2022,82420
Central North Metro,Cerebral Palsy,45 to 54,42,ALL,30SEP2022,82421
Central North Metro,Cerebral Palsy,45 to 54,47,Capacity Building,30SEP2022,82422
Central North Metro,Cerebral Palsy,45 to 54,36,Capital,30SEP2022,82423
Central North Metro,Cerebral Palsy,45 to 54,38,Core,30SEP2022,82424
Central North Metro,Cerebral Palsy,55 to 64,29,ALL,30SEP2022,82425
Central North Metro,Cerebral Palsy,55 to 64,32,Capacity Building,30SEP2022,82426
Central North Metro,Cerebral Palsy,55 to 64,25,Capital,30SEP2022,82427
Central North Metro,Cerebral Palsy,55 to 64,31,Core,30SEP2022,82428
Central North Metro,Cerebral Palsy,65+,11,ALL,30SEP2022,82429
Central North Metro,Cerebral Palsy,65+,11,Capacity Building,30SEP2022,82430
Central North Metro,Cerebral Palsy,65+,11,Capital,30SEP2022,82431
Central North Metro,Cerebral Palsy,65+,11,Core,30SEP2022,82432
Central North Metro,Cerebral Palsy,7 to 14,41,ALL,30SEP2022,82433
Central North Metro,Cerebral Palsy,7 to 14,45,Capacity Building,30SEP2022,82434
Central North Metro,Cerebral Palsy,7 to 14,27,Capital,30SEP2022,82435
Central North Metro,Cerebral Palsy,7 to 14,44,Core,30SEP2022,82436
Central North Metro,Cerebral Palsy,ALL,249,ALL,30SEP2022,82437
Central North Metro,Cerebral Palsy,ALL,249,Capacity Building,30SEP2022,82438
Central North Metro,Cerebral Palsy,ALL,210,Capital,30SEP2022,82439
Central North Metro,Cerebral Palsy,ALL,247,Core,30SEP2022,82440
Central North Metro,Developmental delay,0 to 6,174,ALL,30SEP2022,82441
Central North Metro,Developmental delay,0 to 6,170,Capacity Building,30SEP2022,82442
Central North Metro,Developmental delay,0 to 6,12,Capital,30SEP2022,82443
Central North Metro,Developmental delay,0 to 6,152,Core,30SEP2022,82444
Central North Metro,Developmental delay,7 to 14,13,ALL,30SEP2022,82473
Central North Metro,Developmental delay,7 to 14,13,Capacity Building,30SEP2022,82474
Central North Metro,Developmental delay,7 to 14,11,Core,30SEP2022,82476
Central North Metro,Developmental delay,ALL,187,ALL,30SEP2022,82477
Central North Metro,Developmental delay,ALL,187,Capacity Building,30SEP2022,82478
Central North Metro,Developmental delay,ALL,12,Capital,30SEP2022,82479
Central North Metro,Developmental delay,ALL,159,Core,30SEP2022,82480
Central North Metro,Global developmental delay,0 to 6,86,ALL,30SEP2022,82481
Central North Metro,Global developmental delay,0 to 6,85,Capacity Building,30SEP2022,82482
Central North Metro,Global developmental delay,0 to 6,15,Capital,30SEP2022,82483
Central North Metro,Global developmental delay,0 to 6,77,Core,30SEP2022,82484
Central North Metro,Global developmental delay,7 to 14,24,ALL,30SEP2022,82513
Central North Metro,Global developmental delay,7 to 14,22,Capacity Building,30SEP2022,82514
Central North Metro,Global developmental delay,7 to 14,11,Capital,30SEP2022,82515
Central North Metro,Global developmental delay,7 to 14,13,Core,30SEP2022,82516
