Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,PrtcpntCnt
82087,30SEP2022,ALL,Other Sensory/Speech,15 to 18,Capital,11
82088,30SEP2022,ALL,Other Sensory/Speech,15 to 18,Core,11
82089,30SEP2022,ALL,Other Sensory/Speech,19 to 24,ALL,11
82090,30SEP2022,ALL,Other Sensory/Speech,19 to 24,Capacity Building,11
82091,30SEP2022,ALL,Other Sensory/Speech,19 to 24,Capital,11
82092,30SEP2022,ALL,Other Sensory/Speech,19 to 24,Core,11
82093,30SEP2022,ALL,Other Sensory/Speech,25 to 34,ALL,11
82094,30SEP2022,ALL,Other Sensory/Speech,25 to 34,Capacity Building,11
82095,30SEP2022,ALL,Other Sensory/Speech,25 to 34,Capital,11
82096,30SEP2022,ALL,Other Sensory/Speech,25 to 34,Core,11
82097,30SEP2022,ALL,Other Sensory/Speech,35 to 44,ALL,11
82098,30SEP2022,ALL,Other Sensory/Speech,35 to 44,Capacity Building,11
82099,30SEP2022,ALL,Other Sensory/Speech,35 to 44,Capital,11
82100,30SEP2022,ALL,Other Sensory/Speech,35 to 44,Core,11
82101,30SEP2022,ALL,Other Sensory/Speech,45 to 54,ALL,11
82102,30SEP2022,ALL,Other Sensory/Speech,45 to 54,Capacity Building,11
82104,30SEP2022,ALL,Other Sensory/Speech,45 to 54,Core,11
82105,30SEP2022,ALL,Other Sensory/Speech,55 to 64,ALL,11
82106,30SEP2022,ALL,Other Sensory/Speech,55 to 64,Capacity Building,11
82107,30SEP2022,ALL,Other Sensory/Speech,55 to 64,Capital,11
82108,30SEP2022,ALL,Other Sensory/Speech,55 to 64,Core,11
82113,30SEP2022,ALL,Other Sensory/Speech,7 to 14,ALL,80
82114,30SEP2022,ALL,Other Sensory/Speech,7 to 14,Capacity Building,78
82115,30SEP2022,ALL,Other Sensory/Speech,7 to 14,Capital,11
82116,30SEP2022,ALL,Other Sensory/Speech,7 to 14,Core,33
82117,30SEP2022,ALL,Other Sensory/Speech,ALL,ALL,111
82118,30SEP2022,ALL,Other Sensory/Speech,ALL,Capacity Building,108
82119,30SEP2022,ALL,Other Sensory/Speech,ALL,Capital,14
82120,30SEP2022,ALL,Other Sensory/Speech,ALL,Core,56
82125,30SEP2022,ALL,Psychosocial disability,15 to 18,ALL,32
82126,30SEP2022,ALL,Psychosocial disability,15 to 18,Capacity Building,31
82127,30SEP2022,ALL,Psychosocial disability,15 to 18,Capital,11
82128,30SEP2022,ALL,Psychosocial disability,15 to 18,Core,24
82129,30SEP2022,ALL,Psychosocial disability,19 to 24,ALL,148
82130,30SEP2022,ALL,Psychosocial disability,19 to 24,Capacity Building,147
82131,30SEP2022,ALL,Psychosocial disability,19 to 24,Capital,11
82132,30SEP2022,ALL,Psychosocial disability,19 to 24,Core,144
82133,30SEP2022,ALL,Psychosocial disability,25 to 34,ALL,795
82134,30SEP2022,ALL,Psychosocial disability,25 to 34,Capacity Building,791
82135,30SEP2022,ALL,Psychosocial disability,25 to 34,Capital,15
82136,30SEP2022,ALL,Psychosocial disability,25 to 34,Core,777
82137,30SEP2022,ALL,Psychosocial disability,35 to 44,ALL,1085
82138,30SEP2022,ALL,Psychosocial disability,35 to 44,Capacity Building,1071
82139,30SEP2022,ALL,Psychosocial disability,35 to 44,Capital,33
82140,30SEP2022,ALL,Psychosocial disability,35 to 44,Core,1054
82141,30SEP2022,ALL,Psychosocial disability,45 to 54,ALL,1308
82142,30SEP2022,ALL,Psychosocial disability,45 to 54,Capacity Building,1282
82143,30SEP2022,ALL,Psychosocial disability,45 to 54,Capital,73
82144,30SEP2022,ALL,Psychosocial disability,45 to 54,Core,1286
82145,30SEP2022,ALL,Psychosocial disability,55 to 64,ALL,1194
82146,30SEP2022,ALL,Psychosocial disability,55 to 64,Capacity Building,1174
82147,30SEP2022,ALL,Psychosocial disability,55 to 64,Capital,119
82148,30SEP2022,ALL,Psychosocial disability,55 to 64,Core,1185
82149,30SEP2022,ALL,Psychosocial disability,65+,ALL,284
82150,30SEP2022,ALL,Psychosocial disability,65+,Capacity Building,276
82151,30SEP2022,ALL,Psychosocial disability,65+,Capital,35
82152,30SEP2022,ALL,Psychosocial disability,65+,Core,282
82153,30SEP2022,ALL,Psychosocial disability,7 to 14,ALL,15
82154,30SEP2022,ALL,Psychosocial disability,7 to 14,Capacity Building,15
82156,30SEP2022,ALL,Psychosocial disability,7 to 14,Core,11
82157,30SEP2022,ALL,Psychosocial disability,ALL,ALL,4861
82158,30SEP2022,ALL,Psychosocial disability,ALL,Capacity Building,4787
82159,30SEP2022,ALL,Psychosocial disability,ALL,Capital,284
82160,30SEP2022,ALL,Psychosocial disability,ALL,Core,4763
82161,30SEP2022,ALL,Spinal Cord Injury,0 to 6,ALL,11
82162,30SEP2022,ALL,Spinal Cord Injury,0 to 6,Capacity Building,11
82163,30SEP2022,ALL,Spinal Cord Injury,0 to 6,Capital,11
82164,30SEP2022,ALL,Spinal Cord Injury,0 to 6,Core,11
82165,30SEP2022,ALL,Spinal Cord Injury,15 to 18,ALL,11
82166,30SEP2022,ALL,Spinal Cord Injury,15 to 18,Capacity Building,11
82167,30SEP2022,ALL,Spinal Cord Injury,15 to 18,Capital,11
82168,30SEP2022,ALL,Spinal Cord Injury,15 to 18,Core,11
82169,30SEP2022,ALL,Spinal Cord Injury,19 to 24,ALL,23
82170,30SEP2022,ALL,Spinal Cord Injury,19 to 24,Capacity Building,23
82171,30SEP2022,ALL,Spinal Cord Injury,19 to 24,Capital,21
82172,30SEP2022,ALL,Spinal Cord Injury,19 to 24,Core,22
82173,30SEP2022,ALL,Spinal Cord Injury,25 to 34,ALL,69
82174,30SEP2022,ALL,Spinal Cord Injury,25 to 34,Capacity Building,69
82175,30SEP2022,ALL,Spinal Cord Injury,25 to 34,Capital,65
82176,30SEP2022,ALL,Spinal Cord Injury,25 to 34,Core,69
82177,30SEP2022,ALL,Spinal Cord Injury,35 to 44,ALL,115
82178,30SEP2022,ALL,Spinal Cord Injury,35 to 44,Capacity Building,114
82179,30SEP2022,ALL,Spinal Cord Injury,35 to 44,Capital,110
82180,30SEP2022,ALL,Spinal Cord Injury,35 to 44,Core,114
82181,30SEP2022,ALL,Spinal Cord Injury,45 to 54,ALL,156
82182,30SEP2022,ALL,Spinal Cord Injury,45 to 54,Capacity Building,156
82183,30SEP2022,ALL,Spinal Cord Injury,45 to 54,Capital,154
82184,30SEP2022,ALL,Spinal Cord Injury,45 to 54,Core,156
82185,30SEP2022,ALL,Spinal Cord Injury,55 to 64,ALL,188
82186,30SEP2022,ALL,Spinal Cord Injury,55 to 64,Capacity Building,186
82187,30SEP2022,ALL,Spinal Cord Injury,55 to 64,Capital,180
82188,30SEP2022,ALL,Spinal Cord Injury,55 to 64,Core,187
82189,30SEP2022,ALL,Spinal Cord Injury,65+,ALL,74
82190,30SEP2022,ALL,Spinal Cord Injury,65+,Capacity Building,74
82191,30SEP2022,ALL,Spinal Cord Injury,65+,Capital,67
82192,30SEP2022,ALL,Spinal Cord Injury,65+,Core,74
82193,30SEP2022,ALL,Spinal Cord Injury,7 to 14,ALL,11
82194,30SEP2022,ALL,Spinal Cord Injury,7 to 14,Capacity Building,11
82195,30SEP2022,ALL,Spinal Cord Injury,7 to 14,Capital,11
82196,30SEP2022,ALL,Spinal Cord Injury,7 to 14,Core,11
82197,30SEP2022,ALL,Spinal Cord Injury,ALL,ALL,636
82198,30SEP2022,ALL,Spinal Cord Injury,ALL,Capacity Building,633
82199,30SEP2022,ALL,Spinal Cord Injury,ALL,Capital,607
82200,30SEP2022,ALL,Spinal Cord Injury,ALL,Core,633
82201,30SEP2022,ALL,Stroke,0 to 6,ALL,11
82202,30SEP2022,ALL,Stroke,0 to 6,Capacity Building,11
82204,30SEP2022,ALL,Stroke,0 to 6,Core,11
82205,30SEP2022,ALL,Stroke,15 to 18,ALL,11
82206,30SEP2022,ALL,Stroke,15 to 18,Capacity Building,11
82207,30SEP2022,ALL,Stroke,15 to 18,Capital,11
82208,30SEP2022,ALL,Stroke,15 to 18,Core,11
82209,30SEP2022,ALL,Stroke,19 to 24,ALL,11
82210,30SEP2022,ALL,Stroke,19 to 24,Capacity Building,11
82211,30SEP2022,ALL,Stroke,19 to 24,Capital,11
82212,30SEP2022,ALL,Stroke,19 to 24,Core,11
82213,30SEP2022,ALL,Stroke,25 to 34,ALL,11
82214,30SEP2022,ALL,Stroke,25 to 34,Capacity Building,11
82215,30SEP2022,ALL,Stroke,25 to 34,Capital,11
82216,30SEP2022,ALL,Stroke,25 to 34,Core,11
82217,30SEP2022,ALL,Stroke,35 to 44,ALL,42
82218,30SEP2022,ALL,Stroke,35 to 44,Capacity Building,42
82219,30SEP2022,ALL,Stroke,35 to 44,Capital,32
82220,30SEP2022,ALL,Stroke,35 to 44,Core,42
82221,30SEP2022,ALL,Stroke,45 to 54,ALL,150
82222,30SEP2022,ALL,Stroke,45 to 54,Capacity Building,149
82223,30SEP2022,ALL,Stroke,45 to 54,Capital,106
82224,30SEP2022,ALL,Stroke,45 to 54,Core,149
82225,30SEP2022,ALL,Stroke,55 to 64,ALL,310
82226,30SEP2022,ALL,Stroke,55 to 64,Capacity Building,308
82227,30SEP2022,ALL,Stroke,55 to 64,Capital,237
82228,30SEP2022,ALL,Stroke,55 to 64,Core,308
82229,30SEP2022,ALL,Stroke,65+,ALL,117
82230,30SEP2022,ALL,Stroke,65+,Capacity Building,115
82231,30SEP2022,ALL,Stroke,65+,Capital,95
82232,30SEP2022,ALL,Stroke,65+,Core,115
82233,30SEP2022,ALL,Stroke,7 to 14,ALL,11
82234,30SEP2022,ALL,Stroke,7 to 14,Capacity Building,11
82235,30SEP2022,ALL,Stroke,7 to 14,Capital,11
82236,30SEP2022,ALL,Stroke,7 to 14,Core,11
82237,30SEP2022,ALL,Stroke,ALL,ALL,646
82238,30SEP2022,ALL,Stroke,ALL,Capacity Building,640
82239,30SEP2022,ALL,Stroke,ALL,Capital,486
82240,30SEP2022,ALL,Stroke,ALL,Core,638
82241,30SEP2022,ALL,Visual Impairment,0 to 6,ALL,26
82242,30SEP2022,ALL,Visual Impairment,0 to 6,Capacity Building,26
82243,30SEP2022,ALL,Visual Impairment,0 to 6,Capital,11
82244,30SEP2022,ALL,Visual Impairment,0 to 6,Core,24
82245,30SEP2022,ALL,Visual Impairment,15 to 18,ALL,36
82246,30SEP2022,ALL,Visual Impairment,15 to 18,Capacity Building,35
82247,30SEP2022,ALL,Visual Impairment,15 to 18,Capital,15
82248,30SEP2022,ALL,Visual Impairment,15 to 18,Core,35
82249,30SEP2022,ALL,Visual Impairment,19 to 24,ALL,51
82250,30SEP2022,ALL,Visual Impairment,19 to 24,Capacity Building,46
82251,30SEP2022,ALL,Visual Impairment,19 to 24,Capital,13
82252,30SEP2022,ALL,Visual Impairment,19 to 24,Core,51
82253,30SEP2022,ALL,Visual Impairment,25 to 34,ALL,80
82254,30SEP2022,ALL,Visual Impairment,25 to 34,Capacity Building,78
82255,30SEP2022,ALL,Visual Impairment,25 to 34,Capital,27
82256,30SEP2022,ALL,Visual Impairment,25 to 34,Core,80
82257,30SEP2022,ALL,Visual Impairment,35 to 44,ALL,108
82258,30SEP2022,ALL,Visual Impairment,35 to 44,Capacity Building,105
82259,30SEP2022,ALL,Visual Impairment,35 to 44,Capital,47
82260,30SEP2022,ALL,Visual Impairment,35 to 44,Core,108
82261,30SEP2022,ALL,Visual Impairment,45 to 54,ALL,132
82262,30SEP2022,ALL,Visual Impairment,45 to 54,Capacity Building,129
82263,30SEP2022,ALL,Visual Impairment,45 to 54,Capital,50
82264,30SEP2022,ALL,Visual Impairment,45 to 54,Core,131
82265,30SEP2022,ALL,Visual Impairment,55 to 64,ALL,225
82266,30SEP2022,ALL,Visual Impairment,55 to 64,Capacity Building,222
82267,30SEP2022,ALL,Visual Impairment,55 to 64,Capital,107
82268,30SEP2022,ALL,Visual Impairment,55 to 64,Core,225
82269,30SEP2022,ALL,Visual Impairment,65+,ALL,76
82270,30SEP2022,ALL,Visual Impairment,65+,Capacity Building,74
82271,30SEP2022,ALL,Visual Impairment,65+,Capital,35
82272,30SEP2022,ALL,Visual Impairment,65+,Core,76
82273,30SEP2022,ALL,Visual Impairment,7 to 14,ALL,77
82274,30SEP2022,ALL,Visual Impairment,7 to 14,Capacity Building,77
82275,30SEP2022,ALL,Visual Impairment,7 to 14,Capital,28
82276,30SEP2022,ALL,Visual Impairment,7 to 14,Core,75
82277,30SEP2022,ALL,Visual Impairment,ALL,ALL,811
82278,30SEP2022,ALL,Visual Impairment,ALL,Capacity Building,792
82279,30SEP2022,ALL,Visual Impairment,ALL,Capital,330
82280,30SEP2022,ALL,Visual Impairment,ALL,Core,805
82281,30SEP2022,Central North Metro,ABI,0 to 6,ALL,11
82282,30SEP2022,Central North Metro,ABI,0 to 6,Capacity Building,11
82283,30SEP2022,Central North Metro,ABI,0 to 6,Capital,11
82284,30SEP2022,Central North Metro,ABI,0 to 6,Core,11
82285,30SEP2022,Central North Metro,ABI,15 to 18,ALL,11
82286,30SEP2022,Central North Metro,ABI,15 to 18,Capacity Building,11
82287,30SEP2022,Central North Metro,ABI,15 to 18,Capital,11
82288,30SEP2022,Central North Metro,ABI,15 to 18,Core,11
82289,30SEP2022,Central North Metro,ABI,19 to 24,ALL,11
82290,30SEP2022,Central North Metro,ABI,19 to 24,Capacity Building,11
82291,30SEP2022,Central North Metro,ABI,19 to 24,Capital,11
82292,30SEP2022,Central North Metro,ABI,19 to 24,Core,11
82293,30SEP2022,Central North Metro,ABI,25 to 34,ALL,14
82294,30SEP2022,Central North Metro,ABI,25 to 34,Capacity Building,14
82295,30SEP2022,Central North Metro,ABI,25 to 34,Capital,11
82296,30SEP2022,Central North Metro,ABI,25 to 34,Core,13
82297,30SEP2022,Central North Metro,ABI,35 to 44,ALL,22
82298,30SEP2022,Central North Metro,ABI,35 to 44,Capacity Building,27
82299,30SEP2022,Central North Metro,ABI,35 to 44,Capital,11
82300,30SEP2022,Central North Metro,ABI,35 to 44,Core,22
82301,30SEP2022,Central North Metro,ABI,45 to 54,ALL,53
82302,30SEP2022,Central North Metro,ABI,45 to 54,Capacity Building,57
82303,30SEP2022,Central North Metro,ABI,45 to 54,Capital,30
82304,30SEP2022,Central North Metro,ABI,45 to 54,Core,52
82305,30SEP2022,Central North Metro,ABI,55 to 64,ALL,58
82306,30SEP2022,Central North Metro,ABI,55 to 64,Capacity Building,53
82307,30SEP2022,Central North Metro,ABI,55 to 64,Capital,34
82308,30SEP2022,Central North Metro,ABI,55 to 64,Core,56
82309,30SEP2022,Central North Metro,ABI,65+,ALL,20
82310,30SEP2022,Central North Metro,ABI,65+,Capacity Building,18
82311,30SEP2022,Central North Metro,ABI,65+,Capital,14
82312,30SEP2022,Central North Metro,ABI,65+,Core,23
82313,30SEP2022,Central North Metro,ABI,7 to 14,ALL,11
82314,30SEP2022,Central North Metro,ABI,7 to 14,Capacity Building,11
82315,30SEP2022,Central North Metro,ABI,7 to 14,Capital,11
82316,30SEP2022,Central North Metro,ABI,7 to 14,Core,11
82317,30SEP2022,Central North Metro,ABI,ALL,ALL,182
82318,30SEP2022,Central North Metro,ABI,ALL,Capacity Building,182
82319,30SEP2022,Central North Metro,ABI,ALL,Capital,90
82320,30SEP2022,Central North Metro,ABI,ALL,Core,180
82321,30SEP2022,Central North Metro,ALL,0 to 6,ALL,536
82322,30SEP2022,Central North Metro,ALL,0 to 6,Capacity Building,536
82323,30SEP2022,Central North Metro,ALL,0 to 6,Capital,100
82324,30SEP2022,Central North Metro,ALL,0 to 6,Core,495
82325,30SEP2022,Central North Metro,ALL,15 to 18,ALL,374
82326,30SEP2022,Central North Metro,ALL,15 to 18,Capacity Building,367
82327,30SEP2022,Central North Metro,ALL,15 to 18,Capital,76
82328,30SEP2022,Central North Metro,ALL,15 to 18,Core,295
82329,30SEP2022,Central North Metro,ALL,19 to 24,ALL,459
82330,30SEP2022,Central North Metro,ALL,19 to 24,Capacity Building,446
82331,30SEP2022,Central North Metro,ALL,19 to 24,Capital,96
82332,30SEP2022,Central North Metro,ALL,19 to 24,Core,436
82333,30SEP2022,Central North Metro,ALL,25 to 34,ALL,614
82334,30SEP2022,Central North Metro,ALL,25 to 34,Capacity Building,603
82335,30SEP2022,Central North Metro,ALL,25 to 34,Capital,146
82336,30SEP2022,Central North Metro,ALL,25 to 34,Core,601
82337,30SEP2022,Central North Metro,ALL,35 to 44,ALL,564
82338,30SEP2022,Central North Metro,ALL,35 to 44,Capacity Building,562
82339,30SEP2022,Central North Metro,ALL,35 to 44,Capital,165
82340,30SEP2022,Central North Metro,ALL,35 to 44,Core,557
82341,30SEP2022,Central North Metro,ALL,45 to 54,ALL,696
82342,30SEP2022,Central North Metro,ALL,45 to 54,Capacity Building,691
82343,30SEP2022,Central North Metro,ALL,45 to 54,Capital,265
82344,30SEP2022,Central North Metro,ALL,45 to 54,Core,685
82345,30SEP2022,Central North Metro,ALL,55 to 64,ALL,854
82346,30SEP2022,Central North Metro,ALL,55 to 64,Capacity Building,848
82347,30SEP2022,Central North Metro,ALL,55 to 64,Capital,365
82348,30SEP2022,Central North Metro,ALL,55 to 64,Core,852
82349,30SEP2022,Central North Metro,ALL,65+,ALL,268
82350,30SEP2022,Central North Metro,ALL,65+,Capacity Building,265
82351,30SEP2022,Central North Metro,ALL,65+,Capital,136
82352,30SEP2022,Central North Metro,ALL,65+,Core,268
82353,30SEP2022,Central North Metro,ALL,7 to 14,ALL,974
82354,30SEP2022,Central North Metro,ALL,7 to 14,Capacity Building,963
82355,30SEP2022,Central North Metro,ALL,7 to 14,Capital,156
82356,30SEP2022,Central North Metro,ALL,7 to 14,Core,716
82357,30SEP2022,Central North Metro,ALL,ALL,ALL,5339
82358,30SEP2022,Central North Metro,ALL,ALL,Capacity Building,5281
82359,30SEP2022,Central North Metro,ALL,ALL,Capital,1505
82360,30SEP2022,Central North Metro,ALL,ALL,Core,4905
82361,30SEP2022,Central North Metro,Autism,0 to 6,ALL,158
82362,30SEP2022,Central North Metro,Autism,0 to 6,Capacity Building,161
82363,30SEP2022,Central North Metro,Autism,0 to 6,Capital,19
82364,30SEP2022,Central North Metro,Autism,0 to 6,Core,154
82365,30SEP2022,Central North Metro,Autism,15 to 18,ALL,246
82366,30SEP2022,Central North Metro,Autism,15 to 18,Capacity Building,247
82367,30SEP2022,Central North Metro,Autism,15 to 18,Capital,26
82368,30SEP2022,Central North Metro,Autism,15 to 18,Core,174
82369,30SEP2022,Central North Metro,Autism,19 to 24,ALL,219
82370,30SEP2022,Central North Metro,Autism,19 to 24,Capacity Building,218
82371,30SEP2022,Central North Metro,Autism,19 to 24,Capital,23
82372,30SEP2022,Central North Metro,Autism,19 to 24,Core,201
82373,30SEP2022,Central North Metro,Autism,25 to 34,ALL,179
82374,30SEP2022,Central North Metro,Autism,25 to 34,Capacity Building,180
82375,30SEP2022,Central North Metro,Autism,25 to 34,Capital,14
82376,30SEP2022,Central North Metro,Autism,25 to 34,Core,174
82377,30SEP2022,Central North Metro,Autism,35 to 44,ALL,64
82378,30SEP2022,Central North Metro,Autism,35 to 44,Capacity Building,64
82379,30SEP2022,Central North Metro,Autism,35 to 44,Capital,11
82380,30SEP2022,Central North Metro,Autism,35 to 44,Core,55
82381,30SEP2022,Central North Metro,Autism,45 to 54,ALL,30
82382,30SEP2022,Central North Metro,Autism,45 to 54,Capacity Building,30
82383,30SEP2022,Central North Metro,Autism,45 to 54,Capital,11
82384,30SEP2022,Central North Metro,Autism,45 to 54,Core,24
82385,30SEP2022,Central North Metro,Autism,55 to 64,ALL,17
82386,30SEP2022,Central North Metro,Autism,55 to 64,Capacity Building,22
82387,30SEP2022,Central North Metro,Autism,55 to 64,Capital,11
82388,30SEP2022,Central North Metro,Autism,55 to 64,Core,17
82389,30SEP2022,Central North Metro,Autism,65+,ALL,11
82390,30SEP2022,Central North Metro,Autism,65+,Capacity Building,11
82391,30SEP2022,Central North Metro,Autism,65+,Capital,11
82392,30SEP2022,Central North Metro,Autism,65+,Core,11
82393,30SEP2022,Central North Metro,Autism,7 to 14,ALL,682
82394,30SEP2022,Central North Metro,Autism,7 to 14,Capacity Building,680
82395,30SEP2022,Central North Metro,Autism,7 to 14,Capital,73
82396,30SEP2022,Central North Metro,Autism,7 to 14,Core,466
82397,30SEP2022,Central North Metro,Autism,ALL,ALL,1600
82398,30SEP2022,Central North Metro,Autism,ALL,Capacity Building,1590
82399,30SEP2022,Central North Metro,Autism,ALL,Capital,163
82400,30SEP2022,Central North Metro,Autism,ALL,Core,1283
82401,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,ALL,22
82402,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,Capacity Building,21
82403,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,Capital,20
82404,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,Core,23
82405,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,ALL,21
82406,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,Capacity Building,26
82407,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,Capital,16
82408,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,Core,21
82409,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,ALL,29
82410,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,Capacity Building,29
82411,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,Capital,30
82412,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,Core,34
82413,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,ALL,31
82414,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,Capacity Building,28
82415,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,Capital,32
82416,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,Core,32
82417,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,ALL,29
82418,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,Capacity Building,26
82419,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,Capital,23
82420,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,Core,33
82421,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,ALL,42
82422,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,Capacity Building,47
82423,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,Capital,36
82424,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,Core,38
82425,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,ALL,29
82426,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,Capacity Building,32
82427,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,Capital,25
82428,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,Core,31
82429,30SEP2022,Central North Metro,Cerebral Palsy,65+,ALL,11
82430,30SEP2022,Central North Metro,Cerebral Palsy,65+,Capacity Building,11
82431,30SEP2022,Central North Metro,Cerebral Palsy,65+,Capital,11
82432,30SEP2022,Central North Metro,Cerebral Palsy,65+,Core,11
82433,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,ALL,41
82434,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,Capacity Building,45
82435,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,Capital,27
82436,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,Core,44
82437,30SEP2022,Central North Metro,Cerebral Palsy,ALL,ALL,249
82438,30SEP2022,Central North Metro,Cerebral Palsy,ALL,Capacity Building,249
82439,30SEP2022,Central North Metro,Cerebral Palsy,ALL,Capital,210
82440,30SEP2022,Central North Metro,Cerebral Palsy,ALL,Core,247
82441,30SEP2022,Central North Metro,Developmental delay,0 to 6,ALL,174
82442,30SEP2022,Central North Metro,Developmental delay,0 to 6,Capacity Building,170
82443,30SEP2022,Central North Metro,Developmental delay,0 to 6,Capital,12
82444,30SEP2022,Central North Metro,Developmental delay,0 to 6,Core,152
82473,30SEP2022,Central North Metro,Developmental delay,7 to 14,ALL,13
82474,30SEP2022,Central North Metro,Developmental delay,7 to 14,Capacity Building,13
82476,30SEP2022,Central North Metro,Developmental delay,7 to 14,Core,11
82477,30SEP2022,Central North Metro,Developmental delay,ALL,ALL,187
82478,30SEP2022,Central North Metro,Developmental delay,ALL,Capacity Building,187
82479,30SEP2022,Central North Metro,Developmental delay,ALL,Capital,12
82480,30SEP2022,Central North Metro,Developmental delay,ALL,Core,159
82481,30SEP2022,Central North Metro,Global developmental delay,0 to 6,ALL,86
82482,30SEP2022,Central North Metro,Global developmental delay,0 to 6,Capacity Building,85
82483,30SEP2022,Central North Metro,Global developmental delay,0 to 6,Capital,15
82484,30SEP2022,Central North Metro,Global developmental delay,0 to 6,Core,77
82513,30SEP2022,Central North Metro,Global developmental delay,7 to 14,ALL,24
82514,30SEP2022,Central North Metro,Global developmental delay,7 to 14,Capacity Building,22
82515,30SEP2022,Central North Metro,Global developmental delay,7 to 14,Capital,11
82516,30SEP2022,Central North Metro,Global developmental delay,7 to 14,Core,13
