Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,Utlstn,PrvdrCnt
82055,30SEP2022,ALL,Other Physical,25 to 34,Capital,36,85.0
82056,30SEP2022,ALL,Other Physical,25 to 34,Core,79,94.0
82057,30SEP2022,ALL,Other Physical,35 to 44,ALL,68,310.0
82058,30SEP2022,ALL,Other Physical,35 to 44,Capacity Building,64,167.0
82059,30SEP2022,ALL,Other Physical,35 to 44,Capital,46,114.0
82060,30SEP2022,ALL,Other Physical,35 to 44,Core,75,172.0
82061,30SEP2022,ALL,Other Physical,45 to 54,ALL,60,412.0
82062,30SEP2022,ALL,Other Physical,45 to 54,Capacity Building,58,227.0
82063,30SEP2022,ALL,Other Physical,45 to 54,Capital,44,141.0
82064,30SEP2022,ALL,Other Physical,45 to 54,Core,67,243.0
82065,30SEP2022,ALL,Other Physical,55 to 64,ALL,65,519.0
82066,30SEP2022,ALL,Other Physical,55 to 64,Capacity Building,59,267.0
82067,30SEP2022,ALL,Other Physical,55 to 64,Capital,52,184.0
82068,30SEP2022,ALL,Other Physical,55 to 64,Core,71,327.0
82069,30SEP2022,ALL,Other Physical,65+,ALL,68,305.0
82070,30SEP2022,ALL,Other Physical,65+,Capacity Building,60,163.0
82071,30SEP2022,ALL,Other Physical,65+,Capital,48,114.0
82072,30SEP2022,ALL,Other Physical,65+,Core,74,184.0
82073,30SEP2022,ALL,Other Physical,7 to 14,ALL,61,127.0
82074,30SEP2022,ALL,Other Physical,7 to 14,Capacity Building,59,84.0
82075,30SEP2022,ALL,Other Physical,7 to 14,Capital,46,50.0
82076,30SEP2022,ALL,Other Physical,7 to 14,Core,76,42.0
82077,30SEP2022,ALL,Other Physical,ALL,ALL,65,801.0
82078,30SEP2022,ALL,Other Physical,ALL,Capacity Building,58,434.0
82079,30SEP2022,ALL,Other Physical,ALL,Capital,47,287.0
82080,30SEP2022,ALL,Other Physical,ALL,Core,72,489.0
82081,30SEP2022,ALL,Other Sensory/Speech,0 to 6,ALL,63,35.0
82082,30SEP2022,ALL,Other Sensory/Speech,0 to 6,Capacity Building,65,30.0
82113,30SEP2022,ALL,Other Sensory/Speech,7 to 14,ALL,59,52.0
82114,30SEP2022,ALL,Other Sensory/Speech,7 to 14,Capacity Building,57,49.0
82116,30SEP2022,ALL,Other Sensory/Speech,7 to 14,Core,93,11.0
82117,30SEP2022,ALL,Other Sensory/Speech,ALL,ALL,63,99.0
82118,30SEP2022,ALL,Other Sensory/Speech,ALL,Capacity Building,60,83.0
82119,30SEP2022,ALL,Other Sensory/Speech,ALL,Capital,1,9.0
82120,30SEP2022,ALL,Other Sensory/Speech,ALL,Core,74,33.0
82125,30SEP2022,ALL,Psychosocial disability,15 to 18,ALL,83,90.0
82126,30SEP2022,ALL,Psychosocial disability,15 to 18,Capacity Building,60,76.0
82128,30SEP2022,ALL,Psychosocial disability,15 to 18,Core,95,35.0
82129,30SEP2022,ALL,Psychosocial disability,19 to 24,ALL,72,217.0
82130,30SEP2022,ALL,Psychosocial disability,19 to 24,Capacity Building,52,166.0
82132,30SEP2022,ALL,Psychosocial disability,19 to 24,Core,77,130.0
82133,30SEP2022,ALL,Psychosocial disability,25 to 34,ALL,66,398.0
82134,30SEP2022,ALL,Psychosocial disability,25 to 34,Capacity Building,54,270.0
82135,30SEP2022,ALL,Psychosocial disability,25 to 34,Capital,13,10.0
82136,30SEP2022,ALL,Psychosocial disability,25 to 34,Core,70,268.0
82137,30SEP2022,ALL,Psychosocial disability,35 to 44,ALL,67,501.0
82138,30SEP2022,ALL,Psychosocial disability,35 to 44,Capacity Building,55,340.0
82139,30SEP2022,ALL,Psychosocial disability,35 to 44,Capital,46,25.0
82140,30SEP2022,ALL,Psychosocial disability,35 to 44,Core,70,333.0
82141,30SEP2022,ALL,Psychosocial disability,45 to 54,ALL,67,546.0
82142,30SEP2022,ALL,Psychosocial disability,45 to 54,Capacity Building,58,367.0
82143,30SEP2022,ALL,Psychosocial disability,45 to 54,Capital,38,62.0
82144,30SEP2022,ALL,Psychosocial disability,45 to 54,Core,69,362.0
82145,30SEP2022,ALL,Psychosocial disability,55 to 64,ALL,66,515.0
82146,30SEP2022,ALL,Psychosocial disability,55 to 64,Capacity Building,64,323.0
82147,30SEP2022,ALL,Psychosocial disability,55 to 64,Capital,44,68.0
82148,30SEP2022,ALL,Psychosocial disability,55 to 64,Core,67,351.0
82149,30SEP2022,ALL,Psychosocial disability,65+,ALL,64,266.0
82150,30SEP2022,ALL,Psychosocial disability,65+,Capacity Building,65,169.0
82151,30SEP2022,ALL,Psychosocial disability,65+,Capital,31,23.0
82152,30SEP2022,ALL,Psychosocial disability,65+,Core,63,162.0
82153,30SEP2022,ALL,Psychosocial disability,7 to 14,ALL,86,48.0
82154,30SEP2022,ALL,Psychosocial disability,7 to 14,Capacity Building,63,43.0
82156,30SEP2022,ALL,Psychosocial disability,7 to 14,Core,100,13.0
82157,30SEP2022,ALL,Psychosocial disability,ALL,ALL,67,863.0
82158,30SEP2022,ALL,Psychosocial disability,ALL,Capacity Building,58,567.0
82159,30SEP2022,ALL,Psychosocial disability,ALL,Capital,38,102.0
82160,30SEP2022,ALL,Psychosocial disability,ALL,Core,69,604.0
82169,30SEP2022,ALL,Spinal Cord Injury,19 to 24,ALL,60,92.0
82170,30SEP2022,ALL,Spinal Cord Injury,19 to 24,Capacity Building,45,52.0
82171,30SEP2022,ALL,Spinal Cord Injury,19 to 24,Capital,63,41.0
82172,30SEP2022,ALL,Spinal Cord Injury,19 to 24,Core,65,38.0
82173,30SEP2022,ALL,Spinal Cord Injury,25 to 34,ALL,78,148.0
82174,30SEP2022,ALL,Spinal Cord Injury,25 to 34,Capacity Building,65,81.0
82175,30SEP2022,ALL,Spinal Cord Injury,25 to 34,Capital,72,65.0
82176,30SEP2022,ALL,Spinal Cord Injury,25 to 34,Core,81,71.0
82177,30SEP2022,ALL,Spinal Cord Injury,35 to 44,ALL,79,226.0
82178,30SEP2022,ALL,Spinal Cord Injury,35 to 44,Capacity Building,71,118.0
82179,30SEP2022,ALL,Spinal Cord Injury,35 to 44,Capital,57,91.0
82180,30SEP2022,ALL,Spinal Cord Injury,35 to 44,Core,84,119.0
82181,30SEP2022,ALL,Spinal Cord Injury,45 to 54,ALL,74,265.0
82182,30SEP2022,ALL,Spinal Cord Injury,45 to 54,Capacity Building,58,128.0
82183,30SEP2022,ALL,Spinal Cord Injury,45 to 54,Capital,44,94.0
82184,30SEP2022,ALL,Spinal Cord Injury,45 to 54,Core,81,166.0
82185,30SEP2022,ALL,Spinal Cord Injury,55 to 64,ALL,79,293.0
82186,30SEP2022,ALL,Spinal Cord Injury,55 to 64,Capacity Building,64,146.0
82187,30SEP2022,ALL,Spinal Cord Injury,55 to 64,Capital,48,104.0
82188,30SEP2022,ALL,Spinal Cord Injury,55 to 64,Core,86,168.0
82189,30SEP2022,ALL,Spinal Cord Injury,65+,ALL,74,153.0
82190,30SEP2022,ALL,Spinal Cord Injury,65+,Capacity Building,58,83.0
82191,30SEP2022,ALL,Spinal Cord Injury,65+,Capital,47,60.0
82192,30SEP2022,ALL,Spinal Cord Injury,65+,Core,81,84.0
82197,30SEP2022,ALL,Spinal Cord Injury,ALL,ALL,77,494.0
82198,30SEP2022,ALL,Spinal Cord Injury,ALL,Capacity Building,63,255.0
82199,30SEP2022,ALL,Spinal Cord Injury,ALL,Capital,53,183.0
82200,30SEP2022,ALL,Spinal Cord Injury,ALL,Core,82,299.0
82217,30SEP2022,ALL,Stroke,35 to 44,ALL,67,140.0
82218,30SEP2022,ALL,Stroke,35 to 44,Capacity Building,73,74.0
82219,30SEP2022,ALL,Stroke,35 to 44,Capital,34,56.0
82220,30SEP2022,ALL,Stroke,35 to 44,Core,69,69.0
82221,30SEP2022,ALL,Stroke,45 to 54,ALL,69,307.0
82222,30SEP2022,ALL,Stroke,45 to 54,Capacity Building,59,169.0
82223,30SEP2022,ALL,Stroke,45 to 54,Capital,49,86.0
82224,30SEP2022,ALL,Stroke,45 to 54,Core,74,194.0
82225,30SEP2022,ALL,Stroke,55 to 64,ALL,69,394.0
82226,30SEP2022,ALL,Stroke,55 to 64,Capacity Building,69,227.0
82227,30SEP2022,ALL,Stroke,55 to 64,Capital,44,108.0
82228,30SEP2022,ALL,Stroke,55 to 64,Core,71,235.0
82229,30SEP2022,ALL,Stroke,65+,ALL,69,229.0
82230,30SEP2022,ALL,Stroke,65+,Capacity Building,73,122.0
82231,30SEP2022,ALL,Stroke,65+,Capital,45,66.0
82232,30SEP2022,ALL,Stroke,65+,Core,70,126.0
82237,30SEP2022,ALL,Stroke,ALL,ALL,69,547.0
82238,30SEP2022,ALL,Stroke,ALL,Capacity Building,68,310.0
82239,30SEP2022,ALL,Stroke,ALL,Capital,44,171.0
82240,30SEP2022,ALL,Stroke,ALL,Core,71,347.0
82241,30SEP2022,ALL,Visual Impairment,0 to 6,ALL,68,44.0
82242,30SEP2022,ALL,Visual Impairment,0 to 6,Capacity Building,80,34.0
82244,30SEP2022,ALL,Visual Impairment,0 to 6,Core,37,17.0
82245,30SEP2022,ALL,Visual Impairment,15 to 18,ALL,49,41.0
82246,30SEP2022,ALL,Visual Impairment,15 to 18,Capacity Building,45,26.0
82247,30SEP2022,ALL,Visual Impairment,15 to 18,Capital,24,14.0
82248,30SEP2022,ALL,Visual Impairment,15 to 18,Core,61,16.0
82249,30SEP2022,ALL,Visual Impairment,19 to 24,ALL,46,49.0
82250,30SEP2022,ALL,Visual Impairment,19 to 24,Capacity Building,34,38.0
82251,30SEP2022,ALL,Visual Impairment,19 to 24,Capital,10,6.0
82252,30SEP2022,ALL,Visual Impairment,19 to 24,Core,56,31.0
82253,30SEP2022,ALL,Visual Impairment,25 to 34,ALL,83,110.0
82254,30SEP2022,ALL,Visual Impairment,25 to 34,Capacity Building,60,67.0
82255,30SEP2022,ALL,Visual Impairment,25 to 34,Capital,100,24.0
82256,30SEP2022,ALL,Visual Impairment,25 to 34,Core,87,71.0
82257,30SEP2022,ALL,Visual Impairment,35 to 44,ALL,70,115.0
82258,30SEP2022,ALL,Visual Impairment,35 to 44,Capacity Building,44,68.0
82259,30SEP2022,ALL,Visual Impairment,35 to 44,Capital,24,19.0
82260,30SEP2022,ALL,Visual Impairment,35 to 44,Core,80,74.0
82261,30SEP2022,ALL,Visual Impairment,45 to 54,ALL,71,182.0
82262,30SEP2022,ALL,Visual Impairment,45 to 54,Capacity Building,57,111.0
82263,30SEP2022,ALL,Visual Impairment,45 to 54,Capital,61,29.0
82264,30SEP2022,ALL,Visual Impairment,45 to 54,Core,75,123.0
82265,30SEP2022,ALL,Visual Impairment,55 to 64,ALL,71,206.0
82266,30SEP2022,ALL,Visual Impairment,55 to 64,Capacity Building,56,124.0
82267,30SEP2022,ALL,Visual Impairment,55 to 64,Capital,62,39.0
82268,30SEP2022,ALL,Visual Impairment,55 to 64,Core,76,137.0
82269,30SEP2022,ALL,Visual Impairment,65+,ALL,65,95.0
82270,30SEP2022,ALL,Visual Impairment,65+,Capacity Building,50,51.0
82271,30SEP2022,ALL,Visual Impairment,65+,Capital,26,25.0
82272,30SEP2022,ALL,Visual Impairment,65+,Core,73,65.0
82273,30SEP2022,ALL,Visual Impairment,7 to 14,ALL,65,67.0
82274,30SEP2022,ALL,Visual Impairment,7 to 14,Capacity Building,59,41.0
82275,30SEP2022,ALL,Visual Impairment,7 to 14,Capital,52,20.0
82276,30SEP2022,ALL,Visual Impairment,7 to 14,Core,82,34.0
82277,30SEP2022,ALL,Visual Impairment,ALL,ALL,69,391.0
82278,30SEP2022,ALL,Visual Impairment,ALL,Capacity Building,54,242.0
82279,30SEP2022,ALL,Visual Impairment,ALL,Capital,54,82.0
82280,30SEP2022,ALL,Visual Impairment,ALL,Core,76,254.0
82293,30SEP2022,Central North Metro,ABI,25 to 34,ALL,65,55.0
82294,30SEP2022,Central North Metro,ABI,25 to 34,Capacity Building,65,34.0
82296,30SEP2022,Central North Metro,ABI,25 to 34,Core,65,27.0
82297,30SEP2022,Central North Metro,ABI,35 to 44,ALL,81,96.0
82298,30SEP2022,Central North Metro,ABI,35 to 44,Capacity Building,63,55.0
82300,30SEP2022,Central North Metro,ABI,35 to 44,Core,86,49.0
82301,30SEP2022,Central North Metro,ABI,45 to 54,ALL,81,172.0
82302,30SEP2022,Central North Metro,ABI,45 to 54,Capacity Building,63,90.0
82303,30SEP2022,Central North Metro,ABI,45 to 54,Capital,40,34.0
82304,30SEP2022,Central North Metro,ABI,45 to 54,Core,87,106.0
82305,30SEP2022,Central North Metro,ABI,55 to 64,ALL,78,155.0
82306,30SEP2022,Central North Metro,ABI,55 to 64,Capacity Building,69,80.0
82307,30SEP2022,Central North Metro,ABI,55 to 64,Capital,40,37.0
82308,30SEP2022,Central North Metro,ABI,55 to 64,Core,82,92.0
82309,30SEP2022,Central North Metro,ABI,65+,ALL,63,82.0
82310,30SEP2022,Central North Metro,ABI,65+,Capacity Building,60,40.0
82311,30SEP2022,Central North Metro,ABI,65+,Capital,30,18.0
82312,30SEP2022,Central North Metro,ABI,65+,Core,67,47.0
82317,30SEP2022,Central North Metro,ABI,ALL,ALL,77,299.0
82318,30SEP2022,Central North Metro,ABI,ALL,Capacity Building,66,169.0
82319,30SEP2022,Central North Metro,ABI,ALL,Capital,40,72.0
82320,30SEP2022,Central North Metro,ABI,ALL,Core,81,188.0
82321,30SEP2022,Central North Metro,ALL,0 to 6,ALL,67,212.0
82322,30SEP2022,Central North Metro,ALL,0 to 6,Capacity Building,66,159.0
82323,30SEP2022,Central North Metro,ALL,0 to 6,Capital,67,51.0
82324,30SEP2022,Central North Metro,ALL,0 to 6,Core,71,70.0
82325,30SEP2022,Central North Metro,ALL,15 to 18,ALL,67,223.0
82326,30SEP2022,Central North Metro,ALL,15 to 18,Capacity Building,53,153.0
82327,30SEP2022,Central North Metro,ALL,15 to 18,Capital,55,47.0
82328,30SEP2022,Central North Metro,ALL,15 to 18,Core,79,112.0
82329,30SEP2022,Central North Metro,ALL,19 to 24,ALL,68,297.0
82330,30SEP2022,Central North Metro,ALL,19 to 24,Capacity Building,54,205.0
82331,30SEP2022,Central North Metro,ALL,19 to 24,Capital,23,58.0
82332,30SEP2022,Central North Metro,ALL,19 to 24,Core,75,172.0
82333,30SEP2022,Central North Metro,ALL,25 to 34,ALL,78,392.0
82334,30SEP2022,Central North Metro,ALL,25 to 34,Capacity Building,60,252.0
82335,30SEP2022,Central North Metro,ALL,25 to 34,Capital,34,79.0
82336,30SEP2022,Central North Metro,ALL,25 to 34,Core,83,247.0
82337,30SEP2022,Central North Metro,ALL,35 to 44,ALL,76,414.0
82338,30SEP2022,Central North Metro,ALL,35 to 44,Capacity Building,64,240.0
82339,30SEP2022,Central North Metro,ALL,35 to 44,Capital,51,99.0
82340,30SEP2022,Central North Metro,ALL,35 to 44,Core,80,261.0
82341,30SEP2022,Central North Metro,ALL,45 to 54,ALL,76,454.0
82342,30SEP2022,Central North Metro,ALL,45 to 54,Capacity Building,59,270.0
82343,30SEP2022,Central North Metro,ALL,45 to 54,Capital,38,110.0
82344,30SEP2022,Central North Metro,ALL,45 to 54,Core,82,314.0
82345,30SEP2022,Central North Metro,ALL,55 to 64,ALL,74,497.0
82346,30SEP2022,Central North Metro,ALL,55 to 64,Capacity Building,63,290.0
82347,30SEP2022,Central North Metro,ALL,55 to 64,Capital,45,136.0
82348,30SEP2022,Central North Metro,ALL,55 to 64,Core,78,327.0
82349,30SEP2022,Central North Metro,ALL,65+,ALL,68,286.0
82350,30SEP2022,Central North Metro,ALL,65+,Capacity Building,57,173.0
82351,30SEP2022,Central North Metro,ALL,65+,Capital,36,66.0
82352,30SEP2022,Central North Metro,ALL,65+,Core,72,173.0
82353,30SEP2022,Central North Metro,ALL,7 to 14,ALL,75,262.0
82354,30SEP2022,Central North Metro,ALL,7 to 14,Capacity Building,66,196.0
82355,30SEP2022,Central North Metro,ALL,7 to 14,Capital,53,50.0
82356,30SEP2022,Central North Metro,ALL,7 to 14,Core,94,99.0
82357,30SEP2022,Central North Metro,ALL,ALL,ALL,74,956.0
82358,30SEP2022,Central North Metro,ALL,ALL,Capacity Building,61,601.0
82359,30SEP2022,Central North Metro,ALL,ALL,Capital,43,243.0
82360,30SEP2022,Central North Metro,ALL,ALL,Core,80,574.0
82361,30SEP2022,Central North Metro,Autism,0 to 6,ALL,74,103.0
82362,30SEP2022,Central North Metro,Autism,0 to 6,Capacity Building,73,89.0
82363,30SEP2022,Central North Metro,Autism,0 to 6,Capital,42,6.0
82364,30SEP2022,Central North Metro,Autism,0 to 6,Core,87,30.0
82365,30SEP2022,Central North Metro,Autism,15 to 18,ALL,69,143.0
82366,30SEP2022,Central North Metro,Autism,15 to 18,Capacity Building,54,117.0
82367,30SEP2022,Central North Metro,Autism,15 to 18,Capital,41,6.0
82368,30SEP2022,Central North Metro,Autism,15 to 18,Core,83,73.0
82369,30SEP2022,Central North Metro,Autism,19 to 24,ALL,65,145.0
82370,30SEP2022,Central North Metro,Autism,19 to 24,Capacity Building,53,116.0
82371,30SEP2022,Central North Metro,Autism,19 to 24,Capital,19,10.0
82372,30SEP2022,Central North Metro,Autism,19 to 24,Core,72,73.0
82373,30SEP2022,Central North Metro,Autism,25 to 34,ALL,77,152.0
82374,30SEP2022,Central North Metro,Autism,25 to 34,Capacity Building,60,116.0
82375,30SEP2022,Central North Metro,Autism,25 to 34,Capital,5,10.0
82376,30SEP2022,Central North Metro,Autism,25 to 34,Core,82,85.0
82377,30SEP2022,Central North Metro,Autism,35 to 44,ALL,72,58.0
82378,30SEP2022,Central North Metro,Autism,35 to 44,Capacity Building,62,46.0
82380,30SEP2022,Central North Metro,Autism,35 to 44,Core,75,36.0
82381,30SEP2022,Central North Metro,Autism,45 to 54,ALL,87,54.0
82382,30SEP2022,Central North Metro,Autism,45 to 54,Capacity Building,58,37.0
82384,30SEP2022,Central North Metro,Autism,45 to 54,Core,92,37.0
82385,30SEP2022,Central North Metro,Autism,55 to 64,ALL,82,58.0
82386,30SEP2022,Central North Metro,Autism,55 to 64,Capacity Building,67,45.0
82388,30SEP2022,Central North Metro,Autism,55 to 64,Core,85,32.0
82393,30SEP2022,Central North Metro,Autism,7 to 14,ALL,73,174.0
82394,30SEP2022,Central North Metro,Autism,7 to 14,Capacity Building,66,146.0
82395,30SEP2022,Central North Metro,Autism,7 to 14,Capital,32,18.0
82396,30SEP2022,Central North Metro,Autism,7 to 14,Core,93,65.0
82397,30SEP2022,Central North Metro,Autism,ALL,ALL,73,399.0
82398,30SEP2022,Central North Metro,Autism,ALL,Capacity Building,62,303.0
82399,30SEP2022,Central North Metro,Autism,ALL,Capital,21,37.0
82400,30SEP2022,Central North Metro,Autism,ALL,Core,81,205.0
82401,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,ALL,79,47.0
82402,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,Capacity Building,71,23.0
82403,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,Capital,74,27.0
82404,30SEP2022,Central North Metro,Cerebral Palsy,0 to 6,Core,90,26.0
82405,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,ALL,72,61.0
82406,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,Capacity Building,53,26.0
82407,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,Capital,85,28.0
82408,30SEP2022,Central North Metro,Cerebral Palsy,15 to 18,Core,76,29.0
82409,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,ALL,77,66.0
82410,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,Capacity Building,67,32.0
82411,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,Capital,41,27.0
82412,30SEP2022,Central North Metro,Cerebral Palsy,19 to 24,Core,83,37.0
82413,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,ALL,91,76.0
82414,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,Capacity Building,73,42.0
82415,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,Capital,37,34.0
82416,30SEP2022,Central North Metro,Cerebral Palsy,25 to 34,Core,99,28.0
82417,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,ALL,87,74.0
82418,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,Capacity Building,67,42.0
82419,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,Capital,38,33.0
82420,30SEP2022,Central North Metro,Cerebral Palsy,35 to 44,Core,93,33.0
82421,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,ALL,86,89.0
82422,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,Capacity Building,70,38.0
82423,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,Capital,33,33.0
82424,30SEP2022,Central North Metro,Cerebral Palsy,45 to 54,Core,93,55.0
82425,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,ALL,79,94.0
82426,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,Capacity Building,48,46.0
82427,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,Capital,40,40.0
82428,30SEP2022,Central North Metro,Cerebral Palsy,55 to 64,Core,86,54.0
82433,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,ALL,79,58.0
82434,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,Capacity Building,65,24.0
82435,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,Capital,62,29.0
82436,30SEP2022,Central North Metro,Cerebral Palsy,7 to 14,Core,100,23.0
82437,30SEP2022,Central North Metro,Cerebral Palsy,ALL,ALL,83,234.0
82438,30SEP2022,Central North Metro,Cerebral Palsy,ALL,Capacity Building,65,119.0
82439,30SEP2022,Central North Metro,Cerebral Palsy,ALL,Capital,48,89.0
82440,30SEP2022,Central North Metro,Cerebral Palsy,ALL,Core,91,145.0
82441,30SEP2022,Central North Metro,Developmental delay,0 to 6,ALL,63,62.0
82442,30SEP2022,Central North Metro,Developmental delay,0 to 6,Capacity Building,57,58.0
82443,30SEP2022,Central North Metro,Developmental delay,0 to 6,Capital,50,6.0
82444,30SEP2022,Central North Metro,Developmental delay,0 to 6,Core,90,7.0
82473,30SEP2022,Central North Metro,Developmental delay,7 to 14,ALL,60,9.0
82474,30SEP2022,Central North Metro,Developmental delay,7 to 14,Capacity Building,61,9.0
82477,30SEP2022,Central North Metro,Developmental delay,ALL,ALL,63,64.0
82478,30SEP2022,Central North Metro,Developmental delay,ALL,Capacity Building,57,60.0
82479,30SEP2022,Central North Metro,Developmental delay,ALL,Capital,50,6.0
82480,30SEP2022,Central North Metro,Developmental delay,ALL,Core,90,7.0
82481,30SEP2022,Central North Metro,Global developmental delay,0 to 6,ALL,64,65.0
82482,30SEP2022,Central North Metro,Global developmental delay,0 to 6,Capacity Building,64,44.0
82483,30SEP2022,Central North Metro,Global developmental delay,0 to 6,Capital,46,19.0
82484,30SEP2022,Central North Metro,Global developmental delay,0 to 6,Core,74,27.0
82513,30SEP2022,Central North Metro,Global developmental delay,7 to 14,ALL,77,34.0
82514,30SEP2022,Central North Metro,Global developmental delay,7 to 14,Capacity Building,63,27.0
82516,30SEP2022,Central North Metro,Global developmental delay,7 to 14,Core,94,8.0
82517,30SEP2022,Central North Metro,Global developmental delay,ALL,ALL,69,75.0
82518,30SEP2022,Central North Metro,Global developmental delay,ALL,Capacity Building,64,52.0
82519,30SEP2022,Central North Metro,Global developmental delay,ALL,Capital,21,21.0
82520,30SEP2022,Central North Metro,Global developmental delay,ALL,Core,91,28.0
82521,30SEP2022,Central North Metro,Hearing Impairment,0 to 6,ALL,48,19.0
82522,30SEP2022,Central North Metro,Hearing Impairment,0 to 6,Capacity Building,50,19.0
82524,30SEP2022,Central North Metro,Hearing Impairment,0 to 6,Core,30,6.0
82525,30SEP2022,Central North Metro,Hearing Impairment,15 to 18,ALL,26,3.0
82528,30SEP2022,Central North Metro,Hearing Impairment,15 to 18,Core,41,2.0
82529,30SEP2022,Central North Metro,Hearing Impairment,19 to 24,ALL,60,14.0
82530,30SEP2022,Central North Metro,Hearing Impairment,19 to 24,Capacity Building,31,5.0
82532,30SEP2022,Central North Metro,Hearing Impairment,19 to 24,Core,82,10.0
82533,30SEP2022,Central North Metro,Hearing Impairment,25 to 34,ALL,16,14.0
82534,30SEP2022,Central North Metro,Hearing Impairment,25 to 34,Capacity Building,22,11.0
82536,30SEP2022,Central North Metro,Hearing Impairment,25 to 34,Core,12,7.0
82537,30SEP2022,Central North Metro,Hearing Impairment,35 to 44,ALL,49,33.0
82538,30SEP2022,Central North Metro,Hearing Impairment,35 to 44,Capacity Building,27,23.0
82540,30SEP2022,Central North Metro,Hearing Impairment,35 to 44,Core,62,21.0
82541,30SEP2022,Central North Metro,Hearing Impairment,45 to 54,ALL,57,26.0
82542,30SEP2022,Central North Metro,Hearing Impairment,45 to 54,Capacity Building,58,23.0
82544,30SEP2022,Central North Metro,Hearing Impairment,45 to 54,Core,58,15.0
82545,30SEP2022,Central North Metro,Hearing Impairment,55 to 64,ALL,56,25.0
82546,30SEP2022,Central North Metro,Hearing Impairment,55 to 64,Capacity Building,48,22.0
82547,30SEP2022,Central North Metro,Hearing Impairment,55 to 64,Capital,96,4.0
82548,30SEP2022,Central North Metro,Hearing Impairment,55 to 64,Core,58,13.0
82553,30SEP2022,Central North Metro,Hearing Impairment,7 to 14,ALL,45,16.0
82554,30SEP2022,Central North Metro,Hearing Impairment,7 to 14,Capacity Building,50,15.0
82556,30SEP2022,Central North Metro,Hearing Impairment,7 to 14,Core,15,5.0
82557,30SEP2022,Central North Metro,Hearing Impairment,ALL,ALL,51,77.0
82558,30SEP2022,Central North Metro,Hearing Impairment,ALL,Capacity Building,45,64.0
82559,30SEP2022,Central North Metro,Hearing Impairment,ALL,Capital,73,11.0
82560,30SEP2022,Central North Metro,Hearing Impairment,ALL,Core,55,41.0
82561,30SEP2022,Central North Metro,Intellectual Disability,0 to 6,ALL,56,46.0
82562,30SEP2022,Central North Metro,Intellectual Disability,0 to 6,Capacity Building,66,31.0
